0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
thirt*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,woke,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,son's,n/a,n/a,n/a,happi*,sweets,severe*,n/a,n/a,n/a,invariab*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,overate,n/a,n/a,n/a,n/a,moving,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
this,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,woken,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,soulmate*,n/a,n/a,n/a,happy,talent*,shake*,n/a,n/a,n/a,irrational*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,overeat*,n/a,n/a,n/a,n/a,narrow*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
tho,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,won,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,speak,n/a,n/a,n/a,harass*,tehe,shaki*,n/a,n/a,n/a,irrefu*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,overweight,n/a,n/a,n/a,n/a,nation*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
those,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wonder,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,speaking,n/a,n/a,n/a,harm,tender*,shaky,n/a,n/a,n/a,issue,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pain,n/a,n/a,n/a,n/a,near,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
thou,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wondered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,speaks,n/a,n/a,n/a,harmed,terrific*,shame*,n/a,n/a,n/a,just,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pained,n/a,n/a,n/a,n/a,neared,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
though,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wont,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,spoke*,n/a,n/a,n/a,harmful*,thank,shit*,n/a,n/a,n/a,justif*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,painf*,n/a,n/a,n/a,n/a,nearer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
thousand*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,won't,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,spous*,n/a,n/a,n/a,harming,thanked,shock*,n/a,n/a,n/a,keep,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,paining,n/a,n/a,n/a,n/a,nearest,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
thoust,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wore,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,stepchild*,n/a,n/a,n/a,harmless*,thankf*,shook,n/a,n/a,n/a,keeping*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,painl*,n/a,n/a,n/a,n/a,nearing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
three,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,worked,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,stepfat*,n/a,n/a,n/a,harmon*,thanks,shy*,n/a,n/a,n/a,keeps,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pains,n/a,n/a,n/a,n/a,nears,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
through*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,worn,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,stepkid*,n/a,n/a,n/a,harms,thoughtful*,sicken*,n/a,n/a,n/a,kept,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,palm,n/a,n/a,n/a,n/a,never,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
thru,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,would,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,stepmot*,n/a,n/a,n/a,hate,thrill*,sin,n/a,n/a,n/a,kind (of),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,palms,n/a,n/a,n/a,n/a,new,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
thy,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wouldnt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,stories,n/a,n/a,n/a,hated,toleran*,sinister,n/a,n/a,n/a,kinda,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pap,n/a,n/a,n/a,n/a,newer,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
til,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wouldn't,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,story,n/a,n/a,n/a,hateful*,tranquil*,sins,n/a,n/a,n/a,kindof,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,paraly*,n/a,n/a,n/a,n/a,newest,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
till,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wouldve,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,suggest*,n/a,n/a,n/a,hater*,treasur*,skeptic*,n/a,n/a,n/a,knew,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,passion*,n/a,n/a,n/a,n/a,newly,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
to,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,would've,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,sweetheart*,n/a,n/a,n/a,hates,treat,slut*,n/a,n/a,n/a,know,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pasta*,n/a,n/a,n/a,n/a,next,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ton,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,written,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,sweetie*,n/a,n/a,n/a,hating,triumph*,smother*,n/a,n/a,n/a,knowab*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,patholog*,n/a,n/a,n/a,n/a,night,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
tons,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wrote,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,talk,n/a,n/a,n/a,hatred,true ,smug*,n/a,n/a,n/a,knower*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pediatr*,n/a,n/a,n/a,n/a,nightly,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
too,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,youd,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,talkative*,n/a,n/a,n/a,hazy,trueness,snob*,n/a,n/a,n/a,knowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pee,n/a,n/a,n/a,n/a,nights,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
total,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,you'd,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,talked,n/a,n/a,n/a,heartbreak*,truer,sob,n/a,n/a,n/a,knowledg*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pelvi*,n/a,n/a,n/a,n/a,noon*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
totally,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,youll,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,talker*,n/a,n/a,n/a,heartbroke*,truest,sobbed,n/a,n/a,n/a,known,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,penis*,n/a,n/a,n/a,n/a,north*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
toward*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,you'll,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,talking,n/a,n/a,n/a,heartfelt,truly,sobbing,n/a,n/a,n/a,knows,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,perspir*,n/a,n/a,n/a,n/a,november,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
trillion*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,youre,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,talks,n/a,n/a,n/a,heartless*,trust*,sobs,n/a,n/a,n/a,lack*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,perver*,n/a,n/a,n/a,n/a,now,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
tripl*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,you're,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,team*,n/a,n/a,n/a,heartwarm*,truth*,solemn*,n/a,n/a,n/a,launch*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pharmac*,n/a,n/a,n/a,n/a,nowhere,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
truly,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,youve,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,teas*,n/a,n/a,n/a,heaven*,useful*,sorrow*,n/a,n/a,n/a,law,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,phobi*,n/a,n/a,n/a,n/a,occasional*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
twel*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,you've,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,telephon*,n/a,n/a,n/a,heh*,valuabl*,sorry,n/a,n/a,n/a,lead*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,physical*,n/a,n/a,n/a,n/a,oclock*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
twent*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,tell,n/a,n/a,n/a,hell,value,spite*,n/a,n/a,n/a,learn*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,physician*,n/a,n/a,n/a,n/a,o'clock*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
twice,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,telling,n/a,n/a,n/a,hellish,valued,stammer*,n/a,n/a,n/a,led,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pill,n/a,n/a,n/a,n/a,october,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
two,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,tells,n/a,n/a,n/a,helper*,values,stank,n/a,n/a,n/a,lesson*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pills,n/a,n/a,n/a,n/a,off,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
uhuh,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,thee,n/a,n/a,n/a,helpful*,valuing,startl*,n/a,n/a,n/a,liabilit*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pimple*,n/a,n/a,n/a,n/a,old,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
under,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,their*,n/a,n/a,n/a,helping,vigor*,steal*,n/a,n/a,n/a,likel*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,piss*,n/a,n/a,n/a,n/a,olden,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
underneath,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,them,n/a,n/a,n/a,helpless*,vigour*,stench*,n/a,n/a,n/a,limit*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pizza*,n/a,n/a,n/a,n/a,older,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
unique,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,themselves,n/a,n/a,n/a,helps,virtue*,stink*,n/a,n/a,n/a,link*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pms,n/a,n/a,n/a,n/a,oldest,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
unless,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,they,n/a,n/a,n/a,hero*,virtuo*,strain*,n/a,n/a,n/a,logic*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,podiatr*,n/a,n/a,n/a,n/a,on,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
until,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,theyd,n/a,n/a,n/a,hesita*,vital*,strange,n/a,n/a,n/a,lot,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,poison*,n/a,n/a,n/a,n/a,once,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
unto,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,they'd,n/a,n/a,n/a,hilarious,warm*,stress*,n/a,n/a,n/a,lotof,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,poop*,n/a,n/a,n/a,n/a,onto,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
up,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,theyll,n/a,n/a,n/a,hoho*,wealth*,struggl*,n/a,n/a,n/a,lots ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,porn*,n/a,n/a,n/a,n/a,open,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
upon,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,they'll,n/a,n/a,n/a,homesick*,welcom*,stubborn*,n/a,n/a,n/a,lotsa,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pregnan*,n/a,n/a,n/a,n/a,opened,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
us,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,theyre,n/a,n/a,n/a,honest*,well*,stunk,n/a,n/a,n/a,lotta,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,prescri*,n/a,n/a,n/a,n/a,opening*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
usually,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,they're,n/a,n/a,n/a,honor*,win,stunned,n/a,n/a,n/a,luck,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,prick*,n/a,n/a,n/a,n/a,order,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
various,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,theyve,n/a,n/a,n/a,honour*,winn*,stuns,n/a,n/a,n/a,lucked,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,prognos*,n/a,n/a,n/a,n/a,origin,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
very,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,they've,n/a,n/a,n/a,hope,wins,stupid*,n/a,n/a,n/a,lucki*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,prostat*,n/a,n/a,n/a,n/a,out,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
wanna,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,thine,n/a,n/a,n/a,hoped,wisdom,stutter*,n/a,n/a,n/a,luckless*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,prostitu*,n/a,n/a,n/a,n/a,outer*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
was,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,thou,n/a,n/a,n/a,hopeful,wise*,submissive*,n/a,n/a,n/a,lucks,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,prozac,n/a,n/a,n/a,n/a,outside,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
wasnt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,thoust,n/a,n/a,n/a,hopefully,won,suck,n/a,n/a,n/a,lucky,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,prude,n/a,n/a,n/a,n/a,outsides,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
wasn't,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,thy,n/a,n/a,n/a,hopefulness,wonderf*,sucked,n/a,n/a,n/a,made,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,prudes,n/a,n/a,n/a,n/a,outward*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
we,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,told,n/a,n/a,n/a,hopeless*,worship*,sucker*,n/a,n/a,n/a,mainly,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,prudish*,n/a,n/a,n/a,n/a,over,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
we'd,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,transact*,n/a,n/a,n/a,hopes,worthwhile,sucks,n/a,n/a,n/a,make ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pubic,n/a,n/a,n/a,n/a,overflow*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
well,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uncle,n/a,n/a,n/a,hoping,wow*,sucky,n/a,n/a,n/a,maker*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,puk*,n/a,n/a,n/a,n/a,overlap*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
we'll,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uncles,n/a,n/a,n/a,horr*,yay,suffer,n/a,n/a,n/a,makes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pulse,n/a,n/a,n/a,n/a,pass,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
were,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,uncle's,n/a,n/a,n/a,hostil*,yays,suffered,n/a,n/a,n/a,making,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,puss,n/a,n/a,n/a,n/a,passed,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
we're,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,ur,n/a,n/a,n/a,hug,n/a,sufferer*,n/a,n/a,n/a,manipul*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pussies,n/a,n/a,n/a,n/a,passes,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
weren't,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,us,n/a,n/a,n/a,hugg*,n/a,suffering,n/a,n/a,n/a,marginal*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,pussy*,n/a,n/a,n/a,n/a,passing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
weve,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,visit*,n/a,n/a,n/a,hugs,n/a,suffers,n/a,n/a,n/a,matter*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,queas*,n/a,n/a,n/a,n/a,past,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
we've,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,we,n/a,n/a,n/a,humiliat*,n/a,suspicio*,n/a,n/a,n/a,may,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,queer*,n/a,n/a,n/a,n/a,period*,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
